date,open,high,low,close,volume_btc,sma20,sma50,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_pctb,bb_width,obv
2010-10-08,0.084453,0.084453,0.084453,0.084453,,0.063351,0.063017,,0.065977,0.064032,87.382024,0.001945,0.000225,0.001719,0.063351,0.073315,0.053386,1.558864,0.314583,0.0
2010-10-09,0.0938,0.0938,0.0938,0.0938,,0.064906,0.063583,,0.070257,0.066237,90.611521,0.00402,0.000984,0.003036,0.064906,0.081488,0.048324,1.371245,0.510958,0.0
2010-10-10,0.097146,0.097146,0.097146,0.097146,,0.066658,0.064198,,0.074394,0.068527,91.454739,0.005867,0.001961,0.003906,0.066658,0.088314,0.045002,1.203905,0.649776,0.0
2010-10-11,0.095,0.095,0.095,0.095,,0.068276,0.06478,,0.077564,0.070488,86.112608,0.007077,0.002984,0.004093,0.068276,0.093094,0.043457,1.03839,0.727019,0.0
2010-10-12,0.0949,0.0949,0.0949,0.0949,,0.069926,0.065379,,0.080231,0.072296,85.860946,0.007935,0.003974,0.003961,0.069926,0.097105,0.042748,0.959436,0.777344,0.0
2010-10-13,0.104866,0.104866,0.104866,0.104866,,0.072062,0.066177,,0.084021,0.074708,89.236782,0.009313,0.005042,0.004271,0.072062,0.102925,0.0412,1.031447,0.856551,0.0
2010-10-14,0.102,0.102,0.102,0.102,,0.074052,0.066921,,0.086787,0.07673,83.093194,0.010057,0.006045,0.004012,0.074052,0.107165,0.040939,0.922012,0.894309,0.0
2010-10-15,0.105,0.105,0.105,0.105,,0.076201,0.067739,,0.089589,0.078824,84.310967,0.010765,0.006989,0.003776,0.076201,0.111423,0.040979,0.908821,0.924445,0.0
2010-10-16,0.101,0.101,0.101,0.101,,0.078151,0.068459,,0.091345,0.080467,76.408381,0.010878,0.007767,0.003111,0.078151,0.114318,0.041984,0.815883,0.925559,0.0
2010-10-17,0.102,0.102,0.102,0.102,,0.080141,0.069207,,0.092984,0.082062,76.989071,0.010922,0.008398,0.002524,0.080141,0.116952,0.04333,0.796906,0.918659,0.0
2010-10-18,0.1024,0.1024,0.1024,0.1024,,0.082166,0.069975,,0.094433,0.083568,77.230497,0.010864,0.008891,0.001973,0.082166,0.119196,0.045136,0.773211,0.901352,0.0
2010-10-19,0.097545,0.097545,0.097545,0.097545,,0.083948,0.070627,,0.094911,0.084604,67.916253,0.010308,0.009174,0.001133,0.083948,0.120331,0.047564,0.686859,0.866821,0.0
2010-10-20,0.099,0.099,0.099,0.099,,0.085803,0.071407,,0.09554,0.08567,69.118352,0.00987,0.009314,0.000557,0.085803,0.121272,0.050333,0.686036,0.826778,0.0
2010-10-21,0.107,0.107,0.107,0.107,,0.088054,0.072306,,0.097303,0.08725,74.725238,0.010053,0.009462,0.000592,0.088054,0.122898,0.05321,0.771866,0.791434,0.0
2010-10-22,0.1025,0.1025,0.1025,0.1025,,0.090109,0.073088,,0.098103,0.08838,67.321021,0.009723,0.009514,0.000209,0.090109,0.123228,0.05699,0.687066,0.735097,0.0
2010-10-23,0.104556,0.104556,0.104556,0.104556,,0.092284,0.073962,,0.099096,0.089578,68.840475,0.009518,0.009515,3e-06,0.092284,0.123122,0.061445,0.698986,0.668343,0.0
2010-10-24,0.11501,0.11501,0.11501,0.11501,,0.094969,0.075019,,0.101544,0.091462,75.162588,0.010082,0.009628,0.000454,0.094969,0.123838,0.066101,0.847102,0.607956,0.0
2010-10-25,0.139119,0.139119,0.139119,0.139119,,0.098855,0.076568,,0.107325,0.094992,83.484895,0.012333,0.010169,0.002164,0.098855,0.129473,0.068238,1.157517,0.619445,0.0
2010-10-26,0.151,0.151,0.151,0.151,,0.103265,0.078356,,0.114044,0.099141,85.978437,0.014903,0.011116,0.003787,0.103265,0.137082,0.069447,1.205775,0.65497,0.0
2010-10-27,0.1877,0.1877,0.1877,0.1877,,0.1093,0.080886,,0.125376,0.105701,90.666269,0.019675,0.012828,0.006847,0.1093,0.155784,0.062816,1.343299,0.850583,0.0
2010-10-28,0.1731,0.1731,0.1731,0.1731,,0.113732,0.083128,,0.132718,0.110693,79.306812,0.022025,0.014667,0.007358,0.113732,0.16639,0.061074,1.063716,0.925994,0.0
2010-10-29,0.19,0.19,0.19,0.19,,0.118542,0.085705,,0.141531,0.116568,82.102132,0.024963,0.016726,0.008236,0.118542,0.179895,0.057189,1.082351,1.035125,0.0
2010-10-30,0.197611,0.197611,0.197611,0.197611,,0.123565,0.088437,,0.150158,0.122571,83.202559,0.027587,0.018898,0.008689,0.123565,0.193006,0.054124,1.033152,1.123957,0.0
2010-10-31,0.1925,0.1925,0.1925,0.1925,,0.12844,0.091015,,0.156672,0.127751,79.660632,0.028921,0.020903,0.008018,0.12844,0.202698,0.054183,0.931334,1.156298,0.0
2010-11-01,0.194525,0.194525,0.194525,0.194525,,0.133422,0.093675,,0.162496,0.132697,80.023524,0.029799,0.022682,0.007117,0.133422,0.211289,0.055554,0.892354,1.167245,0.0
2010-11-02,0.1938,0.1938,0.1938,0.1938,,0.137868,0.096308,,0.167312,0.137223,79.476758,0.030089,0.024164,0.005925,0.137868,0.218802,0.056934,0.845539,1.174078,0.0
2010-11-03,0.1931,0.1931,0.1931,0.1931,,0.142423,0.09893,,0.171279,0.141362,78.916152,0.029917,0.025314,0.004603,0.142423,0.225007,0.059839,0.806819,1.1597,0.0
2010-11-04,0.229275,0.229275,0.229275,0.229275,,0.148637,0.102307,,0.180202,0.147874,84.859733,0.032327,0.026717,0.005611,0.148637,0.237487,0.059787,0.95379,1.195524,0.0
2010-11-05,0.259112,0.259112,0.259112,0.259112,,0.156543,0.106252,,0.192342,0.156114,87.891645,0.036228,0.028619,0.007609,0.156543,0.254682,0.058403,1.022571,1.253837,0.0
2010-11-06,0.400982,0.400982,0.400982,0.400982,,0.171492,0.113071,,0.22444,0.174253,94.021786,0.050188,0.032933,0.017255,0.171492,0.31324,0.029743,1.309499,1.653122,0.0
2010-11-07,0.34,0.34,0.34,0.34,,0.183372,0.118651,,0.242219,0.18653,76.17047,0.055689,0.037484,0.018205,0.183372,0.339103,0.02764,1.002879,1.698535,0.0
